bids_subject	activity_acute_left-DLPFC	activity_acute_left-IFGorb	activity_acute_left-PTL	activity_acute_left-SMA	activity_acute_right-DLPFC	activity_acute_right-IFGorb	activity_subacute_left-DLPFC	activity_subacute_left-IFGorb	activity_subacute_left-PTL	activity_subacute_left-SMA	activity_subacute_right-DLPFC	activity_subacute_right-IFGorb	activity_early-chronic_left-DLPFC	activity_early-chronic_left-IFGorb	activity_early-chronic_left-PTL	activity_early-chronic_left-SMA	activity_early-chronic_right-DLPFC	activity_early-chronic_right-IFGorb	
sub-21	0.4974942639162148	0.049455532763373396	0.2975827916600562	0.6848616999758965	0.45237678285330796	0.36171642027672296	-0.32260661006483377	0.807787133720756	0.2853730252194818	0.22960610771627077	-0.07746529372841417	0.3929882188401972	0.225925145142488	0.0729964632922326	0.0411916086828891	0.05907751953437223	-0.06560935014546672	0.2787748568643828	
sub-22	0.4027736441300959	0.18860633900821713	0.5772399075267244	0.470849079809011	0.5700138434119871	0.18958019116316183	-0.13429399079333423	-0.12371764205984916	-0.09052226741119387	-0.0013754949941143324	-0.03036696670689412	0.03921058587486513	-0.38029427536645694	0.19200376460634053	-0.49245361009944055	-0.14193101475980163	-0.017720926042691806	0.05569571109915416	
sub-23	-0.15470294806624377	0.4224485470303671	-0.26799952024893814	-0.43029952112516184	0.11295752745543851	0.792655063387004	0.17294605139981453	0.08794471613315359	-0.058291205836802695	-0.0681590504213501	-0.007256838664846067	0.12432179806631774	0.24897461357996017	0.06015883922962929	-0.023288438183621918	0.11496035666556934	0.22314750822192456	-0.2661239195611365	
sub-24	-0.44293652626830815	0.11310804696779136	0.21756946096822594	-0.38540192774176923	-0.4189043507500387	0.12685203325528094	-0.04687606882071577	0.04525997118119816	0.18959196576509885	-0.10896767905178784	-0.22500958695769044	-0.05154122446082052	-0.10372179378356902	0.06005363573697464	0.511688654217379	0.013539580443089744	0.13498721954278717	0.07263820064366998	
sub-25	-0.0242252286123143	0.16774359407027384	0.2535115701653212	0.27692484969105846	0.46847979939799844	-0.1445317883995278	-0.3232248912985596	-0.11608957267032151	-0.08447440486557664	-0.5003159686945302	-0.41205904966118295	-0.5995176597207212	0.00048039721941550207	-0.7101842619318592	-0.6348599550851517	-0.4569396060288654	-0.4320376852957907	-0.8675863635102303	
sub-26	-0.40161285291073673	-0.6959829539271583	-0.692361259387335	-0.8852082987257139	-0.8359120415986914	-1.1937272783246737	1.0111781178536243	0.14876853496986453	0.4500172251644714	0.9799336264102512	0.9846507156320607	0.2640835838646917	0.24264001751930048	0.4100624953172307	0.2831402116459886	0.9070318145975583	0.31467820303208094	0.34542747702887694	
sub-27	0.1699311352199992	-0.08337018302092686	-0.15302043847326807	-0.013063584083149681	0.1254555962902423	-0.16067134403642983	0.43272067545415094	0.2153839069682677	0.03673338316604226	0.4310007433378538	0.4656614938502065	0.2307708913157733	-0.6565028360504408	-0.3052297956394842	-0.4503749098082784	-0.5032412764996769	-0.4723227383439329	-0.30811624593355147	
sub-28	-0.09687001608630774	-0.2636654062697623	-0.07971975250236839	-0.06818991490393654	-0.17911333650428607	-0.6225981303741647	-0.8340243305189844	-0.8255062015295668	0.009058081723980635	-1.342158075013305	-0.6005362440669788	-1.4145302939753777	-0.05259472316484454	0.2172048213547109	0.01409289804852115	0.33823565965301156	0.21657859629305687	0.05917123869674715	
sub-29	0.08089971390429943	1.360239452290776	0.39857908680750964	0.008655859955259526	0.07254376643891908	1.0033703740575977	0.026242161916140632	0.7775783243539789	0.45767773313445476	0.3731148068483438	0.2607235982889231	1.1681198739377798	0.6626791317082084	0.3069175149656581	0.17612580028488467	0.8732695191550409	0.46093615654570746	0.3477315248709309	
sub-30	-0.012856233393980334	0.1697616021859993	-0.25488106441794045	-0.35973467529638237	-0.08253313010744401	-0.3119827289377708	0.13475521568496987	0.3151695184936578	-0.23021616899472128	0.2615935837020631	-0.02060483619961169	0.5061096773369008	0.31432451918269605	0.1104599076143917	-0.3460418320625937	0.3126747203489195	0.36031057261245614	0.4513523351467885	
sub-31	0.19048766800800904	0.1681284555395673	0.11991346382187537	0.027152890347914658	0.18624942885903886	0.031289595834266194	0.0888889112047689	-0.021826767282007952	0.03710625230075016	0.33838220972723926	0.03150403786694165	0.3779469579976277	-0.05444017079269074	0.11209112804574915	-0.04056241827741488	0.4912516817405345	0.09338554707698869	0.782283963888816	
sub-32	-0.024820178787245694	-0.28873985213193426	-0.4084938934571709	-0.0006478317429004526	-0.001059456099693677	0.010198471871766578	-0.09593410923354823	-0.25549123414370084	-0.35125669141628446	0.032753633713985326	-0.01089494863573063	0.3641661741367195	0.11510276742187196	1.428910015504379	0.06291256387728303	0.010680073897075731	0.11729390118554138	0.3256420883566751	
sub-33	0.20574172829323134	-0.20399714900356508	-0.0642370080784924	-0.6760761284796459	-0.3369340599991526	-0.4686794986953703	-0.030421552857687887	-0.12097222554678005	-0.11233887022973935	0.17777087721513887	0.030368215689345078	-0.1400917695468978	0.04111872432101372	1.0870814862892009	-0.02254287960933398	0.02536838808856959	-0.32371919405437355	0.15038263389715067	
