bids_subject	activity_acute_left-DLPFC	activity_acute_left-IFGorb	activity_acute_left-PTL	activity_acute_left-SMA	activity_acute_right-DLPFC	activity_acute_right-IFGorb	activity_subacute_left-DLPFC	activity_subacute_left-IFGorb	activity_subacute_left-PTL	activity_subacute_left-SMA	activity_subacute_right-DLPFC	activity_subacute_right-IFGorb	activity_early-chronic_left-DLPFC	activity_early-chronic_left-IFGorb	activity_early-chronic_left-PTL	activity_early-chronic_left-SMA	activity_early-chronic_right-DLPFC	activity_early-chronic_right-IFGorb	
sub-11	2.2190127246154843	4.155184992551275	2.3373173075609897	3.702617201888264	4.375214714867206	3.780099491449514	2.0187293583424664	1.858824396138319	1.9198290235791198	1.4152862363891436	2.235923474940613	1.461379227530786	2.570263072103029	3.469779583856822	3.891144822249762	4.894187387753857	2.829810782970874	3.2313038319524425	
sub-12	2.002101986637739	5.220041133076734	3.0582815078613454	2.4796322751390414	4.0196154560523025	6.306155557426613	4.312276717968064	6.681784861257492	5.197330342973381	4.21466317631363	5.057721327295483	6.105922651985788	2.8387105753487174	5.534574539053481	2.215049715658201	4.179106920599393	2.4870335875825087	4.343469186421446	
sub-13	3.637677721276521	3.36289998158151	3.207784961913857	3.4520571803282762	2.6168296496532197	2.9565432817404567	2.1404601158328287	2.398342877458204	2.6243572537896065	1.7807373766330024	2.4819090719562684	2.279768947803372	2.1450711301559293	2.4379034979404604	2.976836751637497	1.8298179371339771	1.6144933466331293	2.6678886829831723	
sub-14	2.1926046527769896	3.392805056268147	1.863732991381149	2.036989603961544	2.213103335390825	3.1407177729306217	2.1569560449338674	2.8007385585536273	2.27944234598891	1.9373336015849107	1.9753095656988153	1.9976416031583875	1.9516189151774321	2.9520703287453114	1.946684917280603	1.5442580326480027	1.8161518703516941	2.915374420102974	
sub-15	0.20479742708509105	2.4985925842012984	2.033013997697204	2.595955491822791	2.304451089118363	3.245361847173649	0.6016550017340504	3.724010700770747	3.307770186759352	1.7073650927007011	2.1841319848927108	3.2767135878525746	0.315193261792283	2.225684503408947	1.3216988733272832	1.3494663027502218	1.6702792064099545	2.3152019509371766	
sub-16	3.2768009527658886	4.142839275386794	2.708495124563303	4.597757611065717	4.2364903395605555	4.060236862745369	1.9852925492031936	1.9305243346045016	1.3838258558660403	1.928162277068469	2.405989986670015	2.028909757244045	1.9021573572120043	1.757214059788389	1.2791604421188618	1.502621140625326	2.1475325808402395	1.9998186631287596	
sub-17	1.8128801110618926	3.477062647003255	0.8740838869294787	2.7080366889928946	1.922550875279202	3.177083223054432	1.5622686512383812	2.45863245389288	1.543376094058019	1.667884774634555	1.673984976001306	2.475928899408015	2.6421647876527277	5.045393912310635	3.3774482768323275	4.912365155253578	4.659068395448283	5.094519120102319	
sub-18	1.8376815230112098	2.153806856270505	1.3147794467295895	2.033169834411261	1.7246196420003428	2.2304172029858935	2.0059932451872107	2.2588079526993323	2.125150540740102	1.7859690600345914	1.8701005098693106	2.0645123503640597	2.284655415390048	2.813340735774028	2.2255810247084353	2.558470273786785	1.5380029193691434	2.03903360853141	
sub-19	2.4431348543169737	3.087001745087035	2.114387357064236	2.7440417203409377	2.979561880162621	3.8683289721870198	2.076227422068693	2.8440329800172264	2.05030155839806	2.2859217577987323	2.2384612126901655	2.786119520158969	2.7708753472699232	2.3624038058796	2.215690828550627	3.130411088484985	3.5009062788510215	3.3943337668015747	
sub-20	2.205815418257685	3.417333026840312	2.6371809385545673	1.7864371804120944	2.7752576407284466	5.1435344970125385	2.8340620441174087	6.72006705962935	3.7309196308038493	3.1359752278728505	2.749828487380392	3.614354808050702	1.635045608590011	3.165932459968175	1.9161409015609576	2.7909943598712195	3.0575275282196213	2.7770308306470763	
sub-21	4.08419438588702	4.181593424192999	3.9415988773296693	4.429320894475219	5.336582819600211	4.262732417761456	1.8092249866505092	4.0186162930858975	2.9983604250631357	2.257237844378649	2.0737910015101892	3.311164346120283	1.900949270521194	2.3009532789376856	2.0887572664157816	1.7931981236483474	2.1113020375272913	3.0071957823746005	
sub-22	2.853489131850492	3.9084299012063646	3.2659331323195295	3.2696321881016943	2.6870976881588997	3.2130387086425234	1.6045179590864609	1.764493233199093	0.886314219802867	1.5843937508010806	1.206314242023706	2.389646812795189	1.1892821843536887	1.6177182504623417	0.7540896049260973	1.6083011345542406	1.418756465126293	1.986896195280231	
sub-23	2.39607128477082	2.048952415938967	0.07951585497868728	1.5351111315726826	2.1808091508524594	4.7955550589032	1.9493796880894696	1.3998143801453382	0.3280009532739601	1.1158322249908814	1.5187731492972372	2.095056335341981	2.223658894537469	1.5917659060151612	0.8457957824145419	2.218861421963798	2.6224364047966993	1.9490826601771796	
sub-24	1.0112810521432947	1.4694795666147478	2.551402589677627	1.2581885046552086	1.345854230070659	1.530255189148434	1.5639398952737051	1.7301889713578238	2.6212395635650494	1.6417148573150664	2.042076736447218	2.2039468427968782	1.1209458652034274	1.6332584149874385	4.373624980471953	1.3285667054049999	2.503857613568189	1.930949779988552	
sub-25	0.5076899663872723	3.1856838639834613	3.0096819298884725	3.2348509067601436	3.273361374168254	3.290401356830231	1.0111588645094007	1.9297567485888825	2.0945173516102327	1.497283424812494	1.5890946668822734	1.3752416647668162	0.08764948521855054	2.0492797779926457	0.6820223322972141	1.5913927406337736	0.908428900640045	1.8318357453206964	
sub-26	3.323831032829324	1.6389568483538162	1.1806901927223796	2.9461556101435993	1.5953936435011906	2.167413912587443	4.0667974456715745	2.35752715384513	2.719008639496335	4.52738685240723	4.029844496546807	3.1630716882897745	2.911088470769269	3.0494471986396467	1.9071905287085198	4.075310574814818	2.7409068047407956	4.252688786819747	
sub-27	2.119168497035116	2.728064956536952	1.5579424942850264	1.852005869378486	2.5082370081872027	3.595937809782498	3.0707209081714564	2.8779344989904203	2.356684487243357	2.932923464141726	3.3585621647794413	3.243102951992198	1.1786493102810918	1.2249605284072784	0.7926286766044104	1.3935965321109263	1.694453142721896	1.5755734244953743	
sub-28	2.1920298324498915	1.883371285004267	1.3693720955862057	2.379303950392992	1.4483114666045622	1.7053210078680634	1.662007093155715	1.8661996418728404	1.8716800779562364	2.1314900739846347	1.3722970576929312	1.3788299751308628	2.2451039117734943	2.248268407587103	1.671555159518422	3.6246382302500497	1.8687550480812591	2.0247645197752404	
sub-29	0.8882854481372392	4.5744329410004205	3.2549113788828397	0.830145256908558	1.2073463749102638	4.440315577251498	0.7056964727505065	4.573378958208196	3.371797686101913	4.181753003154752	2.66767325090707	5.07434382329682	4.053559049626314	3.3889545323827455	2.8195961882284792	4.595509193810419	3.040554155878254	3.8022843284631764	
sub-30	1.5467077143433154	2.505713072675589	1.938173639184114	1.5735945932591144	1.517656551357938	1.845716666488714	1.7819828866382181	3.1603004405986543	1.2892160783291742	3.500033174284123	1.5948031295268819	3.1693801443997645	2.578515128614021	4.012444278959091	2.0243737872818284	3.0493902447393184	2.6058481467781593	3.9179839988436838	
sub-31	2.054452385815579	2.0564402084714906	2.366430273849154	1.6872771124889794	2.0178929206658665	1.9411662021256963	1.9811392290257872	2.481460305664375	2.575085260342948	2.848721503338406	1.6663174705939265	3.1456106538733404	1.7623247150165802	2.306649612971776	2.673209512369822	3.6108107472734976	2.2441876914775536	3.8607193193305815	
sub-32	0.08218093789295733	1.4424571066082426	1.5722639223135713	0.005938328217257118	0.07064884129291932	2.2366180847102615	0.9184700516658934	1.6364902196161994	1.490212835832101	0.41348000557546793	0.7198115459300833	2.978510256429368	1.3260715802025789	5.97686138453862	1.9347414058106804	0.16194284185437866	1.655814790603078	2.1849674788801505	
sub-33	2.53051362973314	2.400876940210322	1.3221060602501156	1.5243944185730445	1.400445948731144	1.872156832578961	1.8382929193833417	2.9466205781047043	0.6157095710406343	4.395439987860365	2.7932440879298297	3.7739715376727374	0.7377907835630314	4.839330566710665	0.8598641098987787	1.2130894288779877	1.1518152544119775	3.365064005285544	
sub-34	2.2749474889865797	2.66229928882766	2.460212744829311	3.974535594952996	2.1595119398024143	2.7827603791962137	2.425399876735596	4.458714765150117	1.4286973054502439	3.284870255133342	2.007762346893114	2.498414340348269	0.721701275515274	1.8849096609821478	2.32105511425053	1.7824847129747476	3.1320260348624624	1.7913792390844079	
sub-35	3.87796862786804	6.30920894250401	2.258320869778553	5.2067408839701095	3.320928679979059	4.8056687542487735	3.5894286318498416	4.985161101696252	1.6809995300723592	4.367456309621483	1.87639557904665	3.742174880120727	3.0288684450557466	4.2106216940157895	2.242432966295744	5.567727198395248	2.104061701578604	4.409517309537136	
sub-36	1.593599291696018	1.841369594538198	1.7070074533667705	1.586877847347545	1.3295523520847328	2.220765196421231	0.8873297969523561	1.7585034782561217	2.2416726508851164	1.623544655412964	0.7643000207255588	2.3204488655363664	1.522771549943416	1.5653234580218	1.7249479025805188	1.4910901984559959	0.5014440642404571	2.198743462982017	
sub-37	2.2371010739765507	3.439841839301818	2.294906100170514	3.022628471221116	1.8917461864736103	3.2045390374178875	1.5797470448190805	2.896857814992094	1.9148322322985534	3.276068875478471	2.903687825398495	3.9491916374561185	3.2616780322305274	5.4172556639153875	2.577969718136077	4.90933215587422	2.875981582055729	3.508828724523947	
sub-38	0.10933317943683508	2.814789203673769	1.4170788491242354	0.05095271417288376	0.8117878410119933	3.24174583914801	0.0724394055588804	1.7218033796534686	0.34287391785286625	0.23179464598579885	1.1878766125600035	2.1914642925951613	0.0473244374221386	2.7540650924722674	0.09478320512830476	0.016676586282076678	1.2005260414821581	2.7688113579656677	
sub-39	0.009435199351583759	2.045184995634087	3.1881912756194817	0.0	0.00025818715429298545	1.128825400554449	0.05329053760449461	3.371408976608806	2.1825446615961286	0.0	0.03428425424769157	2.5367708531217237	0.059148505142737444	2.5092420929896213	1.171998122624389	0.2692840459217213	0.8882119526510732	2.4174715076599664	
sub-40	0.02342588061089371	1.880228880536925	1.4721291888149413	0.0	0.07670416477762321	2.2170114104826495	2.3703994019875227	3.0182094138407463	2.1826663666627004	2.226033540913967	2.2126338334391047	3.220520473167495	2.05707975018907	2.393619420425308	1.390537831184345	3.5165234364316738	2.265463784834389	3.361035093304458	
sub-41	6.483830407660543	5.280368088106375	6.179398701613543	7.761707238135695	7.084165490478294	6.434781206104776	0.000877126584978097	2.0160777780620363	2.026415559237303	0.03407620099834059	0.5758794798915096	2.4076641889095076	2.8012833549738545	3.4826152101313363	3.829205454150517	3.9012407112068703	3.8219367416088064	2.646207098623286	
sub-42	1.4057281368841281	1.425843314984735	1.240488872856773	3.53176012226756	3.3456470864435777	1.6127739937252707	1.717809009862219	1.2373283970152458	1.2894628419668053	1.3472943184501804	1.073944479134134	1.3123376390544932	2.0369453208333725	1.784574722528039	1.8487329838922975	3.044591336041789	3.294936268432561	2.2264010676340136	
sub-43	4.202513801502027	3.4940304637508484	3.281689130886525	3.981775176965804	4.485555084030059	3.3594541807372864	2.5594829131388828	2.479524912375005	2.834084868135436	2.24662096794468	1.919317993282198	2.8645109647387343	4.378275016364593	3.2774800653951535	3.9265723149353833	4.245167931197025	3.196468027186825	2.5350362422964694	
sub-44	2.345546203263011	2.063443905558093	0.6608600851362311	2.5716684582180225	3.3855994563551275	2.47836871374945	1.9297717935272507	1.325064875666861	0.6617301883300291	1.732919244597152	3.4874234397771438	1.1026409038720095	2.3185931814676493	1.8969930907446855	1.0041377398802342	2.4959160228641206	2.2386165608668165	1.9045424431282358	
sub-45	1.198164800577371	1.246501331602866	2.5331683636329143	1.1557852929946262	1.188047974687341	2.1546299985979678	0.8890780258029508	2.1403916585880354	1.8138502713931937	1.1994019583709743	1.0715256590786317	1.6574572841352142	2.1009300489291176	2.9727122167494504	3.022043510433806	2.900585847340607	3.1963652846606756	2.901734173080722	
sub-46	2.2587877023029503	2.251543507318003	1.8962862709085075	2.5297846380563223	1.7683144899262464	2.664549394935609	2.619652362025817	3.075624455830502	1.5146096314989177	2.051131769175735	2.5424963041124062	2.3322707768265025	3.3633178088622584	4.431492961373671	4.421135692176155	4.011915643749054	4.420349877360911	4.799890207419488	
sub-47	7.647161169650363	6.861688895266961	8.019718194094997	12.092160603140917	8.865147794507386	5.205032304837385	1.9803852455319668	3.474198317367444	2.144586394099901	3.5802636785869115	1.9377297617068012	2.5369783740648697	5.576612697819094	4.72774241402864	2.7515628215761097	4.622326021683068	6.045652682786484	3.7583954199005167	
